net,length_um
L2.mem\[163\]\[20\],14.92
L2.mem\[83\]\[29\],14.92
_16098_,14.92
_17013_,14.92
_18154_,14.92
_23183_,14.92
_24177_,14.92
_27985_,14.92
net971,14.92
net1612,14.92
net4108,14.92
_22586_,14.915
L2.mem\[6\]\[0\],14.91
L2.mem\[83\]\[30\],14.91
L2.mem\[89\]\[10\],14.91
_12755_,14.9
_13756_,14.9
_15094_,14.9
_17629_,14.9
_21767_,14.9
L1C1.mesi\[7\]\[0\],14.88
L2.mem\[139\]\[14\],14.88
L2.mem\[3\]\[14\],14.88
L2.mem\[88\]\[10\],14.88
_13373_,14.88
_13533_,14.88
_13588_,14.88
_15653_,14.88
_16282_,14.88
_16396_,14.88
_17905_,14.88
_18941_,14.88
_21865_,14.88
_22080_,14.88
_22929_,14.88
_23924_,14.88
_24431_,14.88
net718,14.88
net1593,14.88
net2653,14.88
L2.mem\[166\]\[13\],14.87
L2.mem\[1\]\[19\],14.87
_14662_,14.86
_16607_,14.86
_17144_,14.86
_18173_,14.86
_19144_,14.86
_19369_,14.86
_22725_,14.86
net5285,14.86
L2.mem\[88\]\[16\],14.85
_25302_,14.85
L2.mem\[91\]\[18\],14.84
_13374_,14.84
_21318_,14.84
_22123_,14.84
_22758_,14.84
net1669,14.84
net6168,14.84
L2.mem\[253\]\[16\],14.83
_23403_,14.83
_00018_,14.82
_10950_,14.82
_11372_,14.82
_12787_,14.82
_16159_,14.82
_17524_,14.82
_22031_,14.82
net3200,14.82
L2.mem\[135\]\[2\],14.81
L2.mem\[237\]\[19\],14.81
L2.mem\[250\]\[26\],14.81
L2.mem\[29\]\[25\],14.81
L2.mem\[245\]\[14\],14.8
_00126_,14.8
_10915_,14.8
_20688_,14.8
_22708_,14.8
_23803_,14.8
_24109_,14.8
L2.mem\[251\]\[20\],14.795
L2.mem\[0\]\[27\],14.79
_14202_,14.785
_14905_,14.78
_17704_,14.78
_18511_,14.78
_22606_,14.78
_22903_,14.78
_23464_,14.78
_23906_,14.78
_24195_,14.78
_24514_,14.78
net5146,14.78
net6357,14.78
L1C2.tags\[1\]\[0\],14.775
L2.mem\[242\]\[29\],14.76
_18305_,14.76
_19652_,14.76
_21862_,14.76
_24007_,14.76
_24927_,14.76
_28154_,14.76
net3244,14.76
L2.mem\[164\]\[16\],14.75
L2.mem\[8\]\[5\],14.75
_24347_,14.75
L1C2.tags\[7\]\[16\],14.74
_21008_,14.74
_21181_,14.74
_21291_,14.74
_22688_,14.74
L2.mem\[27\]\[7\],14.73
_00637_,14.72
_15426_,14.72
_23727_,14.72
_24288_,14.72
net5898,14.72
net6231,14.72
L2.mem\[11\]\[30\],14.71
L2.mem\[242\]\[10\],14.71
L2.mem\[251\]\[5\],14.71
L2.mem\[89\]\[11\],14.71
L2.mem\[160\]\[2\],14.705
FE.bc\[2\],14.7
L1C2.tags\[7\]\[4\],14.7
L2.mem\[10\]\[29\],14.7
L2.mem\[7\]\[22\],14.7
_11502_,14.7
_16257_,14.7
_17782_,14.7
_21781_,14.7
_22337_,14.7
_22665_,14.7
_22856_,14.7
net671,14.7
L2.mem\[11\]\[28\],14.69
L2.mem\[163\]\[6\],14.69
L2.mem\[84\]\[10\],14.69
L2.mem\[8\]\[25\],14.69
_04266_,14.69
_09551_,14.69
_22777_,14.69
L2.mem\[160\]\[8\],14.685
L2.mem\[251\]\[13\],14.685
EC0.RF.regs\[1\]\[27\],14.68
L1C1.tags\[2\]\[13\],14.68
L1C2.data\[1\]\[12\],14.68
L2.mem\[157\]\[24\],14.68
L2.mem\[80\]\[8\],14.68
_18482_,14.68
_24615_,14.68
L2.mem\[11\]\[23\],14.67
L2.mem\[15\]\[15\],14.67
_21108_,14.67
L2.mem\[165\]\[31\],14.665
L2.mem\[80\]\[22\],14.66
_00643_,14.66
_19466_,14.66
L2.mem\[251\]\[30\],14.655
_19332_,14.655
L1C1.valid\[2\],14.65
L1C2.data\[2\]\[22\],14.65
L2.mem\[118\]\[7\],14.65
L2.mem\[161\]\[2\],14.65
L2.mem\[161\]\[9\],14.65
L2.mem\[172\]\[2\],14.65
L2.mem\[46\]\[2\],14.65
L2.mem\[4\]\[2\],14.65
_05452_,14.65
_12490_,14.645
L1C2.data\[0\]\[11\],14.64
L2.mem\[175\]\[0\],14.64
L2.mem\[5\]\[8\],14.64
_22964_,14.64
_23303_,14.64
_25289_,14.64
net3107,14.64
net3725,14.64
L2.mem\[166\]\[18\],14.63
L1C2.tags\[2\]\[17\],14.62
L2.mem\[162\]\[22\],14.62
PC0.ID_imm_i\[0\],14.62
_22828_,14.62
_23903_,14.62
L2.mem\[170\]\[29\],14.61
L2.mem\[50\]\[6\],14.61
L2.mem\[248\]\[19\],14.605
L1C0.l2_addr\[3\],14.6
L2.mem\[5\]\[21\],14.6
_11694_,14.6
_15696_,14.6
_22756_,14.6
_24068_,14.6
net5232,14.6
L2.mem\[88\]\[9\],14.59
L2.mem\[241\]\[27\],14.585
L2.mem\[165\]\[29\],14.58
L2.mem\[4\]\[8\],14.58
L2.mem\[89\]\[14\],14.58
_11781_,14.58
_12674_,14.58
_13298_,14.58
_13539_,14.58
_14089_,14.58
_23620_,14.58
_24701_,14.58
_27690_,14.58
_28062_,14.58
net549,14.58
net2472,14.58
net2947,14.58
net3190,14.58
L2.mem\[13\]\[3\],14.57
L2.mem\[171\]\[27\],14.57
L2.mem\[83\]\[26\],14.57
_08051_,14.57
EC0.RF.regs\[4\]\[3\],14.56
L2.mem\[2\]\[26\],14.56
_13183_,14.56
_13915_,14.56
_15082_,14.56
_20553_,14.56
_20641_,14.56
_22573_,14.56
net4854,14.56
net6673,14.56
L2.mem\[2\]\[3\],14.55
_05514_,14.55
_08427_,14.55
L2.mem\[173\]\[9\],14.545
_00007_,14.54
_11140_,14.54
_11173_,14.54
_15286_,14.54
_15500_,14.54
_15976_,14.54
_17523_,14.54
_18481_,14.54
_21471_,14.54
_21598_,14.54
_22533_,14.54
_26988_,14.54
L2.mem\[169\]\[27\],14.53
L1C2.tags\[1\]\[4\],14.525
L2.mem\[247\]\[31\],14.52
PE.lk,14.52
_14046_,14.52
_23239_,14.52
_25065_,14.52
net826,14.52
net4334,14.52
L1C2.mesi\[6\]\[0\],14.5
L2.mem\[175\]\[22\],14.5
L2.mem\[251\]\[17\],14.5
_15457_,14.5
_16356_,14.5
_16822_,14.5
_21539_,14.5
_23994_,14.5
_25247_,14.5
net1350,14.5
net3430,14.5
net5265,14.5
L2.mem\[247\]\[11\],14.495
L2.mem\[91\]\[12\],14.495
L2.mem\[92\]\[10\],14.49
_00014_,14.48
_10984_,14.48
_12636_,14.48
_14483_,14.48
_18519_,14.48
_22137_,14.48
_23317_,14.48
_23402_,14.48
_27020_,14.48
_27125_,14.48
_00505_,14.46
_12748_,14.46
_15567_,14.46
_16429_,14.46
_17297_,14.46
net4124,14.46
net5832,14.46
L2.mem\[246\]\[10\],14.45
L2.mem\[249\]\[20\],14.45
L2.mem\[253\]\[25\],14.45
L2.mem\[254\]\[28\],14.445
_11757_,14.44
_11914_,14.44
_18815_,14.44
_22947_,14.44
_23008_,14.44
net6512,14.44
L2.mem\[207\]\[13\],14.43
L2.mem\[248\]\[7\],14.43
L2.mem\[12\]\[31\],14.42
_11857_,14.42
_12559_,14.42
_14996_,14.42
_15257_,14.42
_15474_,14.42
_20583_,14.42
_22906_,14.42
_22949_,14.42
_28221_,14.42
net4248,14.42
net5692,14.42
L2.mem\[241\]\[1\],14.415
L2.mem\[169\]\[12\],14.41
L2.mem\[253\]\[19\],14.41
L1C2.data\[6\]\[13\],14.4
_06100_,14.4
_09027_,14.4
_12773_,14.4
_14690_,14.4
_15157_,14.4
_18388_,14.4
_18392_,14.4
_22721_,14.4
_23210_,14.4
_26771_,14.4
_27882_,14.4
_28128_,14.4
L2.mem\[164\]\[1\],14.39
L2.mem\[240\]\[28\],14.39
_09755_,14.39
L2.mem\[1\]\[20\],14.38
L2.mem\[1\]\[24\],14.38
L2.mem\[241\]\[21\],14.38
_15195_,14.38
_15797_,14.38
_22318_,14.38
_22601_,14.38
_23667_,14.38
net1742,14.38
net5571,14.38
L2.mem\[168\]\[18\],14.37
L2.mem\[1\]\[1\],14.37
L2.mem\[86\]\[27\],14.37
L2.mem\[160\]\[1\],14.365
_00813_,14.36
_16006_,14.36
_17586_,14.36
_20334_,14.36
_23834_,14.36
net1230,14.36
net1577,14.36
L2.mem\[91\]\[22\],14.345
_15827_,14.345
EC0.RF.regs\[4\]\[14\],14.34
_11419_,14.34
_12232_,14.34
_14948_,14.34
_17149_,14.34
_18605_,14.34
_23213_,14.34
_24345_,14.34
_27716_,14.34
_28101_,14.34
_28177_,14.34
net1440,14.34
net5433,14.34
L2.mem\[255\]\[24\],14.335
L2.mem\[6\]\[13\],14.33
_15208_,14.32
_20526_,14.32
_22019_,14.32
_22208_,14.32
_22661_,14.32
_23644_,14.32
L2.mem\[242\]\[25\],14.31
L1C1.mesi\[3\]\[1\],14.3
L1C2.data\[4\]\[5\],14.3
L1C2.valid\[0\],14.3
L2.mem\[85\]\[14\],14.3
_01755_,14.3
_14675_,14.3
_17329_,14.3
_19467_,14.3
_22379_,14.3
net4341,14.3
L1C0.tags\[0\]\[2\],14.28
L1C2.data\[7\]\[7\],14.28
L2.mem\[10\]\[7\],14.28
L2.mem\[168\]\[29\],14.28
L2.mem\[169\]\[24\],14.28
L2.mem\[173\]\[2\],14.28
_21589_,14.28
_22782_,14.28
_23034_,14.28
net1573,14.28
L2.mem\[3\]\[12\],14.27
_05868_,14.27
_21667_,14.27
L1C2.data\[2\]\[3\],14.26
L1C2.tags\[0\]\[10\],14.26
_19628_,14.26
_22238_,14.26
_22809_,14.26
_23001_,14.26
_23451_,14.26
_24427_,14.26
net1548,14.26
L1C0.tags\[4\]\[5\],14.255
L2.mem\[245\]\[30\],14.25
_07028_,14.25
_00481_,14.245
L2.mem\[92\]\[18\],14.24
_05034_,14.24
_10681_,14.24
_14615_,14.24
_17143_,14.24
_17998_,14.24
_21892_,14.24
_22541_,14.24
net300,14.24
L2.mem\[11\]\[13\],14.23
L2.mem\[85\]\[28\],14.23
L2.mem\[89\]\[7\],14.23
L1C2.data\[6\]\[8\],14.22
L1C2.tags\[5\]\[14\],14.22
L2.mem\[244\]\[16\],14.22
_12350_,14.22
_13039_,14.22
_16039_,14.22
_16420_,14.22
_16932_,14.22
_21587_,14.22
_22338_,14.22
_22463_,14.22
_22467_,14.22
_22479_,14.22
_24947_,14.22
L2.mem\[11\]\[21\],14.21
L2.mem\[12\]\[3\],14.21
L2.mem\[244\]\[30\],14.21
_05379_,14.21
_24880_,14.2
L2.mem\[247\]\[8\],14.195
L2.mem\[91\]\[16\],14.195
L2.mem\[10\]\[3\],14.19
L2.mem\[241\]\[28\],14.19
L2.mem\[84\]\[3\],14.19
L1C0.tags\[7\]\[1\],14.18
L1C1.valid\[6\],14.18
L1C2.data\[0\]\[0\],14.18
L2.mem\[145\]\[8\],14.18
L2.mem\[174\]\[3\],14.18
L2.mem\[88\]\[12\],14.18
L2.mem\[88\]\[20\],14.18
_21138_,14.18
_21885_,14.18
_22685_,14.18
_23967_,14.18
_24341_,14.18
_27888_,14.18
net39,14.18
net1200,14.18
net5253,14.18
net5993,14.18
net6183,14.18
L2.mem\[90\]\[15\],14.17
_01981_,14.17
_08916_,14.16
_19353_,14.16
_20836_,14.16
_21793_,14.16
L2.mem\[254\]\[16\],14.155
L2.mem\[172\]\[16\],14.15
L2.mem\[8\]\[31\],14.15
EC0.RF.regs\[1\]\[19\],14.14
EC0.RF.regs\[1\]\[23\],14.14
L1C1.tags\[6\]\[19\],14.14
L2.mem\[172\]\[17\],14.14
_00826_,14.14
_15363_,14.14
_17640_,14.14
_21801_,14.14
_22521_,14.14
net4094,14.14
L2.mem\[248\]\[6\],14.135
_04415_,14.13
L2.mem\[249\]\[11\],14.125
_00169_,14.12
_00836_,14.12
_03660_,14.12
_10440_,14.12
_14590_,14.12
_14978_,14.12
_14987_,14.12
_15473_,14.12
_15945_,14.12
_16543_,14.12
_17048_,14.12
_17357_,14.12
_18597_,14.12
_18703_,14.12
_23870_,14.12
_26715_,14.12
net1068,14.12
net2332,14.12
net794,14.115
L2.mem\[12\]\[11\],14.11
L2.mem\[168\]\[21\],14.11
_20953_,14.11
L2.mem\[171\]\[19\],14.105
L2.mem\[168\]\[22\],14.1
L2.mem\[240\]\[17\],14.1
L2.mem\[87\]\[11\],14.1
_11873_,14.1
_12090_,14.1
_13590_,14.1
_21673_,14.1
_22468_,14.1
_22866_,14.1
_22881_,14.1
_03915_,14.09
L1C2.data\[7\]\[26\],14.08
L1C2.mesi\[5\]\[1\],14.08
L2.mem\[214\]\[29\],14.08
_11922_,14.08
_14148_,14.08
_14408_,14.08
_15072_,14.08
_16260_,14.08
_17975_,14.08
_22547_,14.08
_22888_,14.08
net4562,14.08
L2.mem\[169\]\[25\],14.07
L2.mem\[8\]\[10\],14.07
L1C2.data\[6\]\[23\],14.06
L2.mem\[138\]\[20\],14.06
L2.mem\[168\]\[14\],14.06
L2.mem\[171\]\[10\],14.06
L2.mem\[238\]\[29\],14.06
_00824_,14.06
_12839_,14.06
_12890_,14.06
_13036_,14.06
_14110_,14.06
_21919_,14.06
_22508_,14.06
net2894,14.06
net5231,14.06
L2.mem\[169\]\[9\],14.05
L2.mem\[245\]\[7\],14.05
_21828_,14.05
L2.mem\[172\]\[22\],14.04
_12482_,14.04
_16392_,14.04
_16989_,14.04
_18110_,14.04
_19847_,14.04
_21661_,14.04
_23902_,14.04
net281,14.04
net2337,14.04
EC0.RF.regs\[1\]\[7\],14.03
L2.mem\[244\]\[27\],14.03
L1C2.data\[1\]\[30\],14.02
_10932_,14.02
_21810_,14.02
_23385_,14.02
net1535,14.02
net1951,14.02
L2.mem\[173\]\[16\],14.015
L2.mem\[9\]\[23\],14.01
L2.mem\[160\]\[18\],14.005
EC0.RF.regs\[1\]\[20\],14
L2.mem\[11\]\[14\],14
L2.mem\[15\]\[14\],14
L2.mem\[165\]\[14\],14
L2.mem\[81\]\[15\],14
_00098_,14
_11205_,14
_11794_,14
_12040_,14
_14256_,14
_15317_,14
_15617_,14
_15725_,14
_17002_,14
_17689_,14
_17820_,14
_18722_,14
_19225_,14
_22180_,14
_27977_,14
net1154,14
net2213,14
net6486,14
net6652,14
L2.mem\[14\]\[11\],13.99
L2.mem\[14\]\[12\],13.99
L2.mem\[163\]\[1\],13.99
L2.mem\[1\]\[30\],13.99
L2.mem\[7\]\[27\],13.99
L2.mem\[9\]\[15\],13.99
L1C2.mesi\[5\]\[0\],13.98
L2.mem\[164\]\[25\],13.98
_12218_,13.98
_20888_,13.98
_23715_,13.98
_25097_,13.98
L2.mem\[241\]\[2\],13.975
L2.mem\[95\]\[3\],13.975
L2.mem\[168\]\[12\],13.97
L2.mem\[95\]\[24\],13.96
_11329_,13.96
_12109_,13.96
_12783_,13.96
_15241_,13.96
_17206_,13.96
_17686_,13.96
_17885_,13.96
_18146_,13.96
_21315_,13.96
_22680_,13.96
_22761_,13.96
_24220_,13.96
_24855_,13.96
_25025_,13.96
_25081_,13.96
net6086,13.96
L2.mem\[247\]\[0\],13.955
L2.mem\[3\]\[30\],13.95
L2.mem\[74\]\[31\],13.95
L2.mem\[80\]\[23\],13.95
L2.mem\[87\]\[10\],13.95
L2.mem\[255\]\[12\],13.945
L1C0.tags\[2\]\[17\],13.94
L2.mem\[177\]\[8\],13.94
L2.mem\[255\]\[20\],13.94
L2.mem\[2\]\[24\],13.94
L2.mem\[6\]\[20\],13.94
_14657_,13.94
_17990_,13.94
_20877_,13.94
net2092,13.94
EC0.RF.regs\[6\]\[16\],13.92
L2.mem\[80\]\[17\],13.92
PC0.ID_pc\[2\],13.92
_11023_,13.92
_11487_,13.92
_12148_,13.92
_12471_,13.92
_12671_,13.92
_12781_,13.92
_14534_,13.92
_14588_,13.92
_14700_,13.92
_14930_,13.92
_15850_,13.92
_20727_,13.92
_21619_,13.92
_22632_,13.92
_24407_,13.92
net322,13.92
net970,13.92
net6159,13.92
L2.mem\[174\]\[21\],13.91
L2.mem\[243\]\[0\],13.91
L2.mem\[94\]\[13\],13.91
L1C0.tags\[5\]\[0\],13.9
_11151_,13.9
_14134_,13.9
_14364_,13.9
_17254_,13.9
_17373_,13.9
_17901_,13.9
_18804_,13.9
_20973_,13.9
_22030_,13.9
_22883_,13.9
_23481_,13.9
_26898_,13.9
L2.mem\[246\]\[7\],13.89
L2.mem\[72\]\[25\],13.89
L1C0.tags\[4\]\[2\],13.885
L1C2.data\[3\]\[22\],13.88
L1C2.tags\[2\]\[11\],13.88
L2.mem\[246\]\[17\],13.88
L2.mem\[2\]\[17\],13.88
_14135_,13.88
_18073_,13.88
_18680_,13.88
_19503_,13.88
_20254_,13.88
_21570_,13.88
_22763_,13.88
_24100_,13.88
net2726,13.88
L1C1.tags\[3\]\[3\],13.875
L2.mem\[84\]\[27\],13.87
L2.mem\[86\]\[16\],13.87
L2.mem\[90\]\[9\],13.87
L1C2.data\[1\]\[27\],13.86
_21467_,13.86
_23892_,13.86
L2.mem\[171\]\[25\],13.855
L2.mem\[243\]\[30\],13.855
L2.mem\[90\]\[6\],13.85
L2.mem\[167\]\[4\],13.845
L2.mem\[91\]\[26\],13.845
L2.mem\[91\]\[30\],13.845
_14834_,13.84
_16488_,13.84
_19367_,13.84
_19676_,13.84
_19694_,13.84
_19732_,13.84
_20389_,13.84
_20822_,13.84
_20869_,13.84
_25099_,13.84
_27459_,13.84
_27686_,13.84
net2831,13.84
L2.mem\[167\]\[5\],13.83
L2.mem\[93\]\[23\],13.83
_03362_,13.82
_17840_,13.82
net2997,13.82
L2.mem\[166\]\[10\],13.81
L2.mem\[4\]\[11\],13.81
L2.mem\[7\]\[4\],13.8
_10884_,13.8
_14477_,13.8
_20914_,13.8
_21725_,13.8
_23200_,13.8
_23937_,13.8
net1045,13.8
net2699,13.8
net5489,13.8
_20333_,13.795
_20880_,13.795
L2.mem\[136\]\[10\],13.79
L2.mem\[138\]\[28\],13.79
L2.mem\[230\]\[1\],13.79
L2.mem\[255\]\[0\],13.79
_16076_,13.785
L1C2.data\[3\]\[14\],13.78
_13032_,13.78
_13544_,13.78
_21508_,13.78
_22429_,13.78
L2.mem\[162\]\[10\],13.77
L2.mem\[162\]\[12\],13.77
L2.mem\[243\]\[12\],13.77
L2.mem\[3\]\[27\],13.77
L2.mem\[94\]\[9\],13.77
L2.mem\[93\]\[20\],13.765
L2.mem\[0\]\[22\],13.76
L2.mem\[11\]\[20\],13.76
_00213_,13.76
_04431_,13.76
_20616_,13.76
_21406_,13.76
net6359,13.76
net6671,13.76
L2.mem\[245\]\[12\],13.75
_04543_,13.75
L2.mem\[1\]\[28\],13.74
_22608_,13.74
_22994_,13.74
L2.mem\[80\]\[12\],13.73
EC0.RF.regs\[2\]\[25\],13.72
_03730_,13.72
_18427_,13.72
_20210_,13.72
_22807_,13.72
_23007_,13.72
_23337_,13.72
_24045_,13.72
_27860_,13.72
net1438,13.72
L2.mem\[245\]\[1\],13.71
L2.mem\[90\]\[19\],13.71
_00956_,13.71
_08917_,13.71
_09041_,13.71
L2.mem\[165\]\[12\],13.705
L1C0.tags\[0\]\[10\],13.7
L1C1.tags\[0\]\[12\],13.7
L1C2.data\[6\]\[26\],13.7
_19324_,13.7
_22122_,13.7
_22720_,13.7
L2.mem\[255\]\[31\],13.695
L2.mem\[0\]\[7\],13.69
L2.mem\[163\]\[26\],13.69
L2.mem\[80\]\[2\],13.69
_07195_,13.69
L1C1.tags\[5\]\[1\],13.68
L1C2.data\[1\]\[22\],13.68
_00006_,13.68
_00544_,13.68
_13292_,13.68
_15756_,13.68
_18025_,13.68
net374,13.68
net1547,13.68
_21327_,13.675
L2.mem\[180\]\[28\],13.67
L2.mem\[165\]\[2\],13.665
L2.mem\[171\]\[15\],13.66
_06671_,13.66
_13921_,13.66
_14798_,13.66
_15117_,13.66
_17684_,13.66
_20405_,13.66
_26893_,13.66
_27844_,13.66
net3392,13.66
net3824,13.66
net5395,13.66
L2.mem\[11\]\[18\],13.655
L2.mem\[1\]\[5\],13.65
L1C2.data\[1\]\[19\],13.645
L1C2.data\[4\]\[22\],13.64
_11671_,13.64
_16504_,13.64
_24354_,13.64
net6280,13.64
_04139_,13.63
_06230_,13.63
L2.mem\[248\]\[21\],13.625
L1C0.tags\[7\]\[4\],13.62
_11515_,13.62
_12349_,13.62
_12686_,13.62
_13072_,13.62
_13428_,13.62
_14195_,13.62
_22868_,13.62
_22981_,13.62
net1207,13.62
net4161,13.62
net4927,13.62
net5664,13.62
L2.mem\[167\]\[19\],13.615
L2.mem\[171\]\[11\],13.615
L2.mem\[154\]\[7\],13.61
L2.mem\[174\]\[15\],13.61
L2.mem\[246\]\[31\],13.61
L2.mem\[253\]\[3\],13.61
L2.mem\[241\]\[29\],13.605
L1C0.mesi\[5\]\[1\],13.6
L2.mem\[170\]\[8\],13.6
L2.mem\[204\]\[17\],13.6
_08334_,13.6
_15268_,13.6
_22514_,13.6
L2.mem\[255\]\[16\],13.59
_01951_,13.59
L2.mem\[251\]\[25\],13.585
L1C2.data\[0\]\[12\],13.58
_11824_,13.58
_16296_,13.58
_17438_,13.58
_20626_,13.58
_22560_,13.58
_23228_,13.58
_24131_,13.58
net3207,13.58
net3386,13.58
L2.mem\[168\]\[11\],13.57
L2.mem\[240\]\[12\],13.57
_08384_,13.57
EC0.RF.regs\[4\]\[10\],13.56
_08317_,13.56
_10864_,13.56
_15697_,13.56
_16551_,13.56
_24209_,13.56
_27629_,13.56
_28057_,13.56
net6458,13.56
_13324_,13.54
_15501_,13.54
_15790_,13.54
_16467_,13.54
_18858_,13.54
_26996_,13.54
_27839_,13.54
_28114_,13.54
net1411,13.54
net4586,13.54
net4589,13.54
net5002,13.54
net5998,13.54
net6244,13.54
L2.mem\[9\]\[26\],13.53
_02717_,13.53
_15062_,13.52
_16208_,13.52
_17151_,13.52
_20870_,13.52
_21484_,13.52
_26868_,13.52
net4928,13.52
L1C0.tags\[3\]\[19\],13.5
L2.mem\[6\]\[4\],13.5
_00577_,13.5
_12236_,13.5
_15431_,13.5
_16111_,13.5
_17646_,13.5
_18818_,13.5
_19679_,13.5
_19738_,13.5
_20488_,13.5
_22062_,13.5
_25103_,13.5
net4922,13.5
net6243,13.5
net6386,13.5
net6692,13.5
L2.mem\[164\]\[28\],13.49
L2.mem\[164\]\[2\],13.49
L2.mem\[170\]\[21\],13.49
L2.mem\[206\]\[18\],13.49
L2.mem\[246\]\[0\],13.49
L2.mem\[42\]\[3\],13.49
L2.mem\[7\]\[2\],13.49
PE.hc\[5\],13.49
_09430_,13.49
L1C2.data\[0\]\[1\],13.48
L1C2.tags\[3\]\[4\],13.48
L1C2.tags\[7\]\[1\],13.48
L2.mem\[4\]\[24\],13.48
_12035_,13.48
_12892_,13.48
_14536_,13.48
_15673_,13.48
_22372_,13.48
_22751_,13.48
_22768_,13.48
_22815_,13.48
_22982_,13.48
net727,13.48
net1157,13.48
L1C0.tags\[3\]\[12\],13.475
L1C0.tags\[4\]\[0\],13.475
L2.mem\[249\]\[26\],13.475
_03676_,13.47
L2.mem\[163\]\[21\],13.46
_11170_,13.46
_12891_,13.46
_13579_,13.46
_13661_,13.46
_14457_,13.46
_15899_,13.46
_16971_,13.46
_17400_,13.46
_21076_,13.46
_23777_,13.46
net853,13.46
net1053,13.46
net1511,13.46
net3530,13.46
net5275,13.46
L2.mem\[249\]\[28\],13.455
L2.mem\[251\]\[15\],13.455
L2.mem\[253\]\[10\],13.45
_02602_,13.45
L2.mem\[133\]\[14\],13.44
L2.mem\[133\]\[17\],13.44
L2.mem\[175\]\[17\],13.44
_12266_,13.44
_13844_,13.44
_17468_,13.44
_17887_,13.44
_18454_,13.44
_18812_,13.44
_20885_,13.44
_21695_,13.44
_23877_,13.44
EC0.RF.regs\[1\]\[28\],13.435
L2.mem\[14\]\[18\],13.43
L2.mem\[184\]\[1\],13.43
L2.mem\[72\]\[10\],13.43
L2.mem\[171\]\[17\],13.425
L2.mem\[84\]\[24\],13.42
_12209_,13.42
_12573_,13.42
_22836_,13.42
_23515_,13.42
_24044_,13.42
_27009_,13.42
_27297_,13.42
net214,13.42
net2646,13.42
net5187,13.42
L2.mem\[95\]\[13\],13.41
L1C0.tags\[7\]\[3\],13.4
_21286_,13.4
_27088_,13.4
L2.mem\[172\]\[19\],13.39
L2.mem\[49\]\[6\],13.39
_11394_,13.38
_21124_,13.38
_21312_,13.38
_22790_,13.38
_24017_,13.38
_24218_,13.38
_24521_,13.38
_27236_,13.38
_27401_,13.38
net1992,13.38
net2177,13.38
net5844,13.38
L2.mem\[168\]\[13\],13.37
L2.mem\[248\]\[9\],13.37
_09517_,13.37
_20218_,13.37
L2.mem\[168\]\[4\],13.36
_21104_,13.36
_22953_,13.36
net2774,13.36
net6146,13.36
net6175,13.36
L1C1.tags\[4\]\[9\],13.35
_03247_,13.35
_20852_,13.35
L1C0.tags\[4\]\[19\],13.34
_20420_,13.34
_23370_,13.34
_23898_,13.34
net4370,13.34
L2.mem\[14\]\[28\],13.33
L2.mem\[185\]\[23\],13.33
L2.mem\[20\]\[9\],13.33
L2.mem\[231\]\[31\],13.33
L2.mem\[235\]\[28\],13.33
L2.mem\[239\]\[18\],13.33
L2.mem\[30\]\[11\],13.33
L2.mem\[43\]\[12\],13.33
L2.mem\[59\]\[6\],13.33
L2.mem\[60\]\[19\],13.33
L2.mem\[71\]\[21\],13.33
PC0.MEM_op\[2\],13.33
_08937_,13.33
_00195_,13.325
_11365_,13.32
_11753_,13.32
_11803_,13.32
_12484_,13.32
_13013_,13.32
_14142_,13.32
_14565_,13.32
_17380_,13.32
_18068_,13.32
_21920_,13.32
_27005_,13.32
L2.mem\[170\]\[17\],13.315
L2.mem\[82\]\[4\],13.315
_21559_,13.315
L2.mem\[15\]\[5\],13.31
L2.mem\[164\]\[7\],13.31
L2.mem\[80\]\[11\],13.31
L2.mem\[84\]\[23\],13.31
L2.mem\[86\]\[3\],13.31
L2.mem\[89\]\[1\],13.31
_05840_,13.31
L1C0.tags\[4\]\[17\],13.305
L2.mem\[162\]\[1\],13.305
L2.mem\[252\]\[26\],13.3
_17375_,13.3
_20800_,13.3
_21459_,13.3
_22276_,13.3
_22624_,13.3
_22791_,13.3
_22863_,13.3
_23127_,13.3
net5326,13.3
_19431_,13.295
L2.mem\[249\]\[25\],13.29
L2.mem\[59\]\[3\],13.29
L2.mem\[79\]\[1\],13.29
_01994_,13.29
L1C1.tags\[5\]\[19\],13.28
L2.mem\[168\]\[8\],13.28
_11699_,13.28
_20331_,13.28
_22242_,13.28
_22862_,13.28
_25139_,13.28
L2.mem\[12\]\[10\],13.27
L2.mem\[143\]\[11\],13.27
L2.mem\[11\]\[6\],13.265
L2.mem\[254\]\[8\],13.265
L2.mem\[190\]\[22\],13.26
_21787_,13.26
_23015_,13.26
_24276_,13.26
net1987,13.26
net5497,13.26
L2.mem\[175\]\[11\],13.25
L2.mem\[81\]\[8\],13.245
_15719_,13.24
_16435_,13.24
_22820_,13.24
_22979_,13.24
L2.mem\[14\]\[3\],13.23
L2.mem\[5\]\[18\],13.23
_06760_,13.23
L1C0.l2_req,13.22
L1C0.tags\[1\]\[13\],13.22
L2.mem\[82\]\[29\],13.22
_04279_,13.22
_04582_,13.22
_09291_,13.22
_11101_,13.22
_11271_,13.22
_11960_,13.22
_13185_,13.22
_13580_,13.22
_14641_,13.22
_14863_,13.22
_14904_,13.22
_16555_,13.22
_16854_,13.22
_17273_,13.22
_22024_,13.22
_24210_,13.22
net1844,13.22
net6474,13.22
L2.mem\[245\]\[25\],13.21
L2.mem\[230\]\[20\],13.2
